6469_7.txt: { positive score: 11, negative score: 14.0 }, classification: negative, correct: pos
1331_1.txt: { positive score: 0, negative score: 7.0 }, classification: negative, correct: neg
11045_1.txt: { positive score: 7, negative score: 12.25 }, classification: negative, correct: neg
7388_2.txt: { positive score: 2, negative score: 1.75 }, classification: positive, correct: neg
1457_1.txt: { positive score: 10, negative score: 1.75 }, classification: positive, correct: neg
9858_4.txt: { positive score: 11, negative score: 3.5 }, classification: positive, correct: neg
12277_4.txt: { positive score: 7, negative score: 17.5 }, classification: negative, correct: neg
2348_3.txt: { positive score: 9, negative score: 12.25 }, classification: negative, correct: neg
8482_1.txt: { positive score: 6, negative score: 5.25 }, classification: positive, correct: neg
4400_4.txt: { positive score: 2, negative score: 1.75 }, classification: positive, correct: neg
2119_4.txt: { positive score: 5, negative score: 1.75 }, classification: positive, correct: neg
2559_4.txt: { positive score: 13, negative score: 17.5 }, classification: negative, correct: neg
99_3.txt: { positive score: 4, negative score: 1.75 }, classification: positive, correct: neg
1039_1.txt: { positive score: 3, negative score: 1.75 }, classification: positive, correct: neg
5117_1.txt: { positive score: 21, negative score: 28.0 }, classification: negative, correct: neg
6472_2.txt: { positive score: 5, negative score: 3.5 }, classification: positive, correct: neg
9308_1.txt: { positive score: 5, negative score: 1.75 }, classification: positive, correct: neg
3011_1.txt: { positive score: 13, negative score: 14.0 }, classification: negative, correct: neg
859_1.txt: { positive score: 0, negative score: 5.25 }, classification: negative, correct: neg
4080_1.txt: { positive score: 13, negative score: 12.25 }, classification: positive, correct: neg
7992_1.txt: { positive score: 4, negative score: 1.75 }, classification: positive, correct: neg
11910_2.txt: { positive score: 6, negative score: 3.5 }, classification: positive, correct: neg
753_2.txt: { positive score: 4, negative score: 3.5 }, classification: positive, correct: neg
12009_1.txt: { positive score: 5, negative score: 12.25 }, classification: negative, correct: neg
2214_3.txt: { positive score: 10, negative score: 17.5 }, classification: negative, correct: neg
4216_1.txt: { positive score: 14, negative score: 28.0 }, classification: negative, correct: neg
2987_1.txt: { positive score: 7, negative score: 17.5 }, classification: negative, correct: neg
5568_1.txt: { positive score: 16, negative score: 17.5 }, classification: negative, correct: neg
633_1.txt: { positive score: 7, negative score: 12.25 }, classification: negative, correct: neg
6485_1.txt: { positive score: 11, negative score: 12.25 }, classification: negative, correct: neg
12103_2.txt: { positive score: 2, negative score: 0 }, classification: positive, correct: neg
10761_4.txt: { positive score: 5, negative score: 5.25 }, classification: negative, correct: neg
11858_1.txt: { positive score: 6, negative score: 14.0 }, classification: negative, correct: neg
4145_1.txt: { positive score: 30, negative score: 50.75 }, classification: negative, correct: neg
2678_3.txt: { positive score: 25, negative score: 31.5 }, classification: negative, correct: neg
5858_1.txt: { positive score: 5, negative score: 1.75 }, classification: positive, correct: neg
11189_4.txt: { positive score: 14, negative score: 17.5 }, classification: negative, correct: neg
9905_4.txt: { positive score: 2, negative score: 10.5 }, classification: negative, correct: neg
11719_1.txt: { positive score: 4, negative score: 10.5 }, classification: negative, correct: neg
12100_1.txt: { positive score: 0, negative score: 3.5 }, classification: negative, correct: neg
7825_1.txt: { positive score: 17, negative score: 19.25 }, classification: negative, correct: neg
8590_1.txt: { positive score: 21, negative score: 35.0 }, classification: negative, correct: neg
12335_3.txt: { positive score: 4, negative score: 1.75 }, classification: positive, correct: neg
10500_1.txt: { positive score: 13, negative score: 15.75 }, classification: negative, correct: neg
3114_1.txt: { positive score: 10, negative score: 22.75 }, classification: negative, correct: neg
5944_4.txt: { positive score: 19, negative score: 24.5 }, classification: negative, correct: neg
11486_3.txt: { positive score: 12, negative score: 17.5 }, classification: negative, correct: neg
11332_4.txt: { positive score: 7, negative score: 7.0 }, classification: negative, correct: neg
8844_2.txt: { positive score: 9, negative score: 5.25 }, classification: positive, correct: neg
9392_1.txt: { positive score: 2, negative score: 5.25 }, classification: negative, correct: neg
871_1.txt: { positive score: 12, negative score: 7.0 }, classification: positive, correct: neg
8375_4.txt: { positive score: 15, negative score: 33.25 }, classification: negative, correct: neg
8181_3.txt: { positive score: 6, negative score: 3.5 }, classification: positive, correct: neg
8428_2.txt: { positive score: 4, negative score: 8.75 }, classification: negative, correct: neg
8114_3.txt: { positive score: 15, negative score: 28.0 }, classification: negative, correct: neg
10255_1.txt: { positive score: 8, negative score: 1.75 }, classification: positive, correct: neg
7278_1.txt: { positive score: 20, negative score: 40.25 }, classification: negative, correct: neg
2651_2.txt: { positive score: 9, negative score: 8.75 }, classification: positive, correct: neg
406_1.txt: { positive score: 3, negative score: 10.5 }, classification: negative, correct: neg
2082_3.txt: { positive score: 3, negative score: 3.5 }, classification: negative, correct: neg
11359_2.txt: { positive score: 5, negative score: 1.75 }, classification: positive, correct: neg
4035_2.txt: { positive score: 7, negative score: 19.25 }, classification: negative, correct: neg
12114_4.txt: { positive score: 8, negative score: 12.25 }, classification: negative, correct: neg
2847_3.txt: { positive score: 5, negative score: 14.0 }, classification: negative, correct: neg
2562_1.txt: { positive score: 9, negative score: 14.0 }, classification: negative, correct: neg
7406_1.txt: { positive score: 10, negative score: 17.5 }, classification: negative, correct: neg
5484_1.txt: { positive score: 13, negative score: 3.5 }, classification: positive, correct: neg
112_2.txt: { positive score: 5, negative score: 5.25 }, classification: negative, correct: neg
11173_2.txt: { positive score: 11, negative score: 28.0 }, classification: negative, correct: neg
5648_1.txt: { positive score: 6, negative score: 21.0 }, classification: negative, correct: neg
1568_4.txt: { positive score: 7, negative score: 10.5 }, classification: negative, correct: neg
7200_1.txt: { positive score: 3, negative score: 5.25 }, classification: negative, correct: neg
861_4.txt: { positive score: 5, negative score: 5.25 }, classification: negative, correct: neg
8300_3.txt: { positive score: 0, negative score: 1.75 }, classification: negative, correct: neg
4586_3.txt: { positive score: 18, negative score: 26.25 }, classification: negative, correct: neg
11346_1.txt: { positive score: 18, negative score: 26.25 }, classification: negative, correct: neg
7933_1.txt: { positive score: 9, negative score: 21.0 }, classification: negative, correct: neg
10703_3.txt: { positive score: 6, negative score: 3.5 }, classification: positive, correct: neg
5071_2.txt: { positive score: 7, negative score: 1.75 }, classification: positive, correct: neg
10057_1.txt: { positive score: 9, negative score: 14.0 }, classification: negative, correct: neg
2932_3.txt: { positive score: 21, negative score: 19.25 }, classification: positive, correct: neg
11438_4.txt: { positive score: 10, negative score: 12.25 }, classification: negative, correct: neg
9100_2.txt: { positive score: 21, negative score: 19.25 }, classification: positive, correct: neg
2526_1.txt: { positive score: 5, negative score: 7.0 }, classification: negative, correct: neg
5934_3.txt: { positive score: 4, negative score: 8.75 }, classification: negative, correct: neg
7325_4.txt: { positive score: 2, negative score: 0 }, classification: positive, correct: neg
7210_4.txt: { positive score: 4, negative score: 8.75 }, classification: negative, correct: neg
12443_1.txt: { positive score: 7, negative score: 7.0 }, classification: negative, correct: neg
7721_4.txt: { positive score: 10, negative score: 14.0 }, classification: negative, correct: neg
12023_1.txt: { positive score: 3, negative score: 3.5 }, classification: negative, correct: neg
3615_1.txt: { positive score: 6, negative score: 12.25 }, classification: negative, correct: neg
2663_1.txt: { positive score: 5, negative score: 5.25 }, classification: negative, correct: neg
4864_4.txt: { positive score: 9, negative score: 12.25 }, classification: negative, correct: neg
9125_4.txt: { positive score: 10, negative score: 5.25 }, classification: positive, correct: neg
1661_1.txt: { positive score: 10, negative score: 19.25 }, classification: negative, correct: neg
7920_2.txt: { positive score: 6, negative score: 12.25 }, classification: negative, correct: neg
2281_3.txt: { positive score: 29, negative score: 40.25 }, classification: negative, correct: neg
6718_1.txt: { positive score: 13, negative score: 19.25 }, classification: negative, correct: neg
1050_4.txt: { positive score: 11, negative score: 19.25 }, classification: negative, correct: neg
10197_2.txt: { positive score: 12, negative score: 14.0 }, classification: negative, correct: neg
9520_1.txt: { positive score: 9, negative score: 8.75 }, classification: positive, correct: neg
1690_1.txt: { positive score: 5, negative score: 8.75 }, classification: negative, correct: neg
7173_3.txt: { positive score: 13, negative score: 15.75 }, classification: negative, correct: neg
9898_1.txt: { positive score: 3, negative score: 5.25 }, classification: negative, correct: neg
3684_3.txt: { positive score: 7, negative score: 1.75 }, classification: positive, correct: neg
9844_4.txt: { positive score: 2, negative score: 3.5 }, classification: negative, correct: neg
11028_4.txt: { positive score: 1, negative score: 0 }, classification: positive, correct: neg
4944_1.txt: { positive score: 6, negative score: 10.5 }, classification: negative, correct: neg
5300_1.txt: { positive score: 6, negative score: 10.5 }, classification: negative, correct: neg
4119_1.txt: { positive score: 5, negative score: 5.25 }, classification: negative, correct: neg
3283_2.txt: { positive score: 14, negative score: 19.25 }, classification: negative, correct: neg
5384_2.txt: { positive score: 8, negative score: 10.5 }, classification: negative, correct: neg
6427_1.txt: { positive score: 6, negative score: 15.75 }, classification: negative, correct: neg
5397_3.txt: { positive score: 22, negative score: 21.0 }, classification: positive, correct: neg
11110_2.txt: { positive score: 16, negative score: 28.0 }, classification: negative, correct: neg
6538_3.txt: { positive score: 12, negative score: 14.0 }, classification: negative, correct: neg
7683_4.txt: { positive score: 10, negative score: 14.0 }, classification: negative, correct: neg
8315_4.txt: { positive score: 29, negative score: 49.0 }, classification: negative, correct: neg
7174_2.txt: { positive score: 6, negative score: 7.0 }, classification: negative, correct: neg
552_2.txt: { positive score: 0, negative score: 0 }, classification: negative, correct: neg
10940_1.txt: { positive score: 4, negative score: 3.5 }, classification: positive, correct: neg
8855_2.txt: { positive score: 10, negative score: 15.75 }, classification: negative, correct: neg
685_1.txt: { positive score: 58, negative score: 66.5 }, classification: negative, correct: neg
6084_4.txt: { positive score: 18, negative score: 22.75 }, classification: negative, correct: neg
7723_1.txt: { positive score: 5, negative score: 15.75 }, classification: negative, correct: neg
9565_3.txt: { positive score: 7, negative score: 8.75 }, classification: negative, correct: neg
4672_1.txt: { positive score: 36, negative score: 64.75 }, classification: negative, correct: neg
8573_3.txt: { positive score: 8, negative score: 12.25 }, classification: negative, correct: neg
5046_1.txt: { positive score: 13, negative score: 12.25 }, classification: positive, correct: neg
10187_1.txt: { positive score: 0, negative score: 7.0 }, classification: negative, correct: neg
5129_4.txt: { positive score: 7, negative score: 1.75 }, classification: positive, correct: neg
6517_3.txt: { positive score: 4, negative score: 7.0 }, classification: negative, correct: neg
12428_1.txt: { positive score: 9, negative score: 14.0 }, classification: negative, correct: neg
9156_3.txt: { positive score: 2, negative score: 3.5 }, classification: negative, correct: neg
3555_4.txt: { positive score: 3, negative score: 5.25 }, classification: negative, correct: neg
11042_1.txt: { positive score: 8, negative score: 0 }, classification: positive, correct: neg
5755_2.txt: { positive score: 9, negative score: 8.75 }, classification: positive, correct: neg
5441_1.txt: { positive score: 5, negative score: 7.0 }, classification: negative, correct: neg
11510_2.txt: { positive score: 25, negative score: 26.25 }, classification: negative, correct: neg
2344_1.txt: { positive score: 11, negative score: 29.75 }, classification: negative, correct: neg
8671_3.txt: { positive score: 11, negative score: 19.25 }, classification: negative, correct: neg
9008_2.txt: { positive score: 7, negative score: 7.0 }, classification: negative, correct: neg
2514_4.txt: { positive score: 24, negative score: 26.25 }, classification: negative, correct: neg
6469_4.txt: { positive score: 3, negative score: 1.75 }, classification: positive, correct: neg
853_1.txt: { positive score: 6, negative score: 12.25 }, classification: negative, correct: neg
9616_4.txt: { positive score: 15, negative score: 43.75 }, classification: negative, correct: neg
6256_2.txt: { positive score: 7, negative score: 7.0 }, classification: negative, correct: neg
9092_3.txt: { positive score: 10, negative score: 8.75 }, classification: positive, correct: neg
12362_4.txt: { positive score: 17, negative score: 12.25 }, classification: positive, correct: neg
2610_1.txt: { positive score: 2, negative score: 3.5 }, classification: negative, correct: neg
2851_1.txt: { positive score: 3, negative score: 7.0 }, classification: negative, correct: neg
4682_1.txt: { positive score: 3, negative score: 14.0 }, classification: negative, correct: neg
6728_1.txt: { positive score: 2, negative score: 3.5 }, classification: negative, correct: neg
6727_1.txt: { positive score: 15, negative score: 24.5 }, classification: negative, correct: neg
12104_1.txt: { positive score: 9, negative score: 15.75 }, classification: negative, correct: neg
5790_4.txt: { positive score: 1, negative score: 3.5 }, classification: negative, correct: neg
10114_2.txt: { positive score: 4, negative score: 3.5 }, classification: positive, correct: neg
185_4.txt: { positive score: 12, negative score: 5.25 }, classification: positive, correct: neg
3107_1.txt: { positive score: 2, negative score: 5.25 }, classification: negative, correct: neg
246_2.txt: { positive score: 16, negative score: 8.75 }, classification: positive, correct: neg
1539_2.txt: { positive score: 7, negative score: 12.25 }, classification: negative, correct: neg
11165_4.txt: { positive score: 16, negative score: 22.75 }, classification: negative, correct: neg
10235_3.txt: { positive score: 10, negative score: 12.25 }, classification: negative, correct: neg
10087_1.txt: { positive score: 10, negative score: 19.25 }, classification: negative, correct: neg
1263_1.txt: { positive score: 6, negative score: 10.5 }, classification: negative, correct: neg
11565_4.txt: { positive score: 14, negative score: 17.5 }, classification: negative, correct: neg
5132_1.txt: { positive score: 4, negative score: 3.5 }, classification: positive, correct: neg
9698_1.txt: { positive score: 7, negative score: 5.25 }, classification: positive, correct: neg
12400_1.txt: { positive score: 2, negative score: 1.75 }, classification: positive, correct: neg
5034_1.txt: { positive score: 7, negative score: 0 }, classification: positive, correct: neg
5279_1.txt: { positive score: 13, negative score: 5.25 }, classification: positive, correct: neg
7299_1.txt: { positive score: 5, negative score: 14.0 }, classification: negative, correct: neg
4011_3.txt: { positive score: 7, negative score: 3.5 }, classification: positive, correct: neg
4746_1.txt: { positive score: 34, negative score: 54.25 }, classification: negative, correct: neg
4193_1.txt: { positive score: 11, negative score: 21.0 }, classification: negative, correct: neg
11613_3.txt: { positive score: 3, negative score: 3.5 }, classification: negative, correct: neg
5987_1.txt: { positive score: 3, negative score: 5.25 }, classification: negative, correct: neg
6927_1.txt: { positive score: 31, negative score: 52.5 }, classification: negative, correct: neg
1286_1.txt: { positive score: 9, negative score: 14.0 }, classification: negative, correct: neg
8897_1.txt: { positive score: 5, negative score: 12.25 }, classification: negative, correct: neg
11990_4.txt: { positive score: 3, negative score: 3.5 }, classification: negative, correct: neg
945_2.txt: { positive score: 7, negative score: 14.0 }, classification: negative, correct: neg
2367_3.txt: { positive score: 18, negative score: 40.25 }, classification: negative, correct: neg
725_2.txt: { positive score: 10, negative score: 15.75 }, classification: negative, correct: neg
204_1.txt: { positive score: 9, negative score: 17.5 }, classification: negative, correct: neg
6434_2.txt: { positive score: 5, negative score: 7.0 }, classification: negative, correct: neg
8866_1.txt: { positive score: 21, negative score: 10.5 }, classification: positive, correct: neg
11833_4.txt: { positive score: 20, negative score: 19.25 }, classification: positive, correct: neg
9935_3.txt: { positive score: 5, negative score: 1.75 }, classification: positive, correct: neg
2579_2.txt: { positive score: 11, negative score: 14.0 }, classification: negative, correct: neg
2741_2.txt: { positive score: 18, negative score: 33.25 }, classification: negative, correct: neg
2150_1.txt: { positive score: 8, negative score: 12.25 }, classification: negative, correct: neg
3401_3.txt: { positive score: 13, negative score: 15.75 }, classification: negative, correct: neg
4872_3.txt: { positive score: 6, negative score: 3.5 }, classification: positive, correct: neg
8782_4.txt: { positive score: 10, negative score: 10.5 }, classification: negative, correct: neg
12280_3.txt: { positive score: 1, negative score: 8.75 }, classification: negative, correct: neg
4133_1.txt: { positive score: 8, negative score: 12.25 }, classification: negative, correct: neg
357_1.txt: { positive score: 12, negative score: 15.75 }, classification: negative, correct: neg
327_1.txt: { positive score: 5, negative score: 7.0 }, classification: negative, correct: neg
5637_2.txt: { positive score: 7, negative score: 1.75 }, classification: positive, correct: neg
4254_1.txt: { positive score: 2, negative score: 5.25 }, classification: negative, correct: neg
5575_1.txt: { positive score: 9, negative score: 28.0 }, classification: negative, correct: neg
3582_3.txt: { positive score: 5, negative score: 8.75 }, classification: negative, correct: neg
9492_4.txt: { positive score: 28, negative score: 42.0 }, classification: negative, correct: neg
5622_4.txt: { positive score: 18, negative score: 17.5 }, classification: positive, correct: neg
8566_2.txt: { positive score: 7, negative score: 15.75 }, classification: negative, correct: neg
11801_1.txt: { positive score: 20, negative score: 28.0 }, classification: negative, correct: neg
5156_4.txt: { positive score: 6, negative score: 3.5 }, classification: positive, correct: neg
2369_3.txt: { positive score: 23, negative score: 29.75 }, classification: negative, correct: neg
2635_1.txt: { positive score: 3, negative score: 10.5 }, classification: negative, correct: neg
1789_2.txt: { positive score: 7, negative score: 14.0 }, classification: negative, correct: neg
4657_3.txt: { positive score: 10, negative score: 17.5 }, classification: negative, correct: neg
5459_1.txt: { positive score: 23, negative score: 19.25 }, classification: positive, correct: neg
10393_1.txt: { positive score: 6, negative score: 5.25 }, classification: positive, correct: neg
2618_1.txt: { positive score: 3, negative score: 7.0 }, classification: negative, correct: neg
5016_2.txt: { positive score: 9, negative score: 21.0 }, classification: negative, correct: neg
8032_1.txt: { positive score: 8, negative score: 1.75 }, classification: positive, correct: neg
6791_1.txt: { positive score: 19, negative score: 29.75 }, classification: negative, correct: neg
2642_4.txt: { positive score: 4, negative score: 3.5 }, classification: positive, correct: neg
2132_2.txt: { positive score: 4, negative score: 5.25 }, classification: negative, correct: neg
4249_1.txt: { positive score: 6, negative score: 1.75 }, classification: positive, correct: neg
6760_2.txt: { positive score: 7, negative score: 10.5 }, classification: negative, correct: neg
11667_2.txt: { positive score: 4, negative score: 15.75 }, classification: negative, correct: neg
1925_1.txt: { positive score: 10, negative score: 8.75 }, classification: positive, correct: neg
10578_1.txt: { positive score: 21, negative score: 15.75 }, classification: positive, correct: neg
1448_2.txt: { positive score: 7, negative score: 3.5 }, classification: positive, correct: neg
8593_1.txt: { positive score: 2, negative score: 7.0 }, classification: negative, correct: neg
10520_2.txt: { positive score: 5, negative score: 8.75 }, classification: negative, correct: neg
6898_1.txt: { positive score: 12, negative score: 19.25 }, classification: negative, correct: neg
12419_1.txt: { positive score: 10, negative score: 8.75 }, classification: positive, correct: neg
4147_4.txt: { positive score: 15, negative score: 10.5 }, classification: positive, correct: neg
429_3.txt: { positive score: 2, negative score: 0 }, classification: positive, correct: neg
11411_2.txt: { positive score: 16, negative score: 24.5 }, classification: negative, correct: neg
9932_2.txt: { positive score: 3, negative score: 3.5 }, classification: negative, correct: neg
6248_2.txt: { positive score: 20, negative score: 19.25 }, classification: positive, correct: neg
10540_1.txt: { positive score: 18, negative score: 14.0 }, classification: positive, correct: neg
6106_3.txt: { positive score: 13, negative score: 19.25 }, classification: negative, correct: neg
67_3.txt: { positive score: 24, negative score: 40.25 }, classification: negative, correct: neg
6313_1.txt: { positive score: 5, negative score: 3.5 }, classification: positive, correct: neg
8099_2.txt: { positive score: 4, negative score: 10.5 }, classification: negative, correct: neg
6978_1.txt: { positive score: 9, negative score: 17.5 }, classification: negative, correct: neg
8574_4.txt: { positive score: 21, negative score: 38.5 }, classification: negative, correct: neg
2371_4.txt: { positive score: 8, negative score: 14.0 }, classification: negative, correct: neg
1614_4.txt: { positive score: 5, negative score: 1.75 }, classification: positive, correct: neg
1122_1.txt: { positive score: 3, negative score: 5.25 }, classification: negative, correct: neg
9310_1.txt: { positive score: 6, negative score: 10.5 }, classification: negative, correct: neg
5064_3.txt: { positive score: 9, negative score: 5.25 }, classification: positive, correct: neg
10302_3.txt: { positive score: 13, negative score: 28.0 }, classification: negative, correct: neg
6671_4.txt: { positive score: 6, negative score: 5.25 }, classification: positive, correct: neg
10414_1.txt: { positive score: 3, negative score: 7.0 }, classification: negative, correct: neg
11581_1.txt: { positive score: 18, negative score: 26.25 }, classification: negative, correct: neg
5044_3.txt: { positive score: 29, negative score: 31.5 }, classification: negative, correct: neg
9102_1.txt: { positive score: 2, negative score: 5.25 }, classification: negative, correct: neg
1515_1.txt: { positive score: 16, negative score: 24.5 }, classification: negative, correct: neg
5950_4.txt: { positive score: 8, negative score: 7.0 }, classification: positive, correct: neg
2222_1.txt: { positive score: 5, negative score: 1.75 }, classification: positive, correct: neg
265_1.txt: { positive score: 13, negative score: 15.75 }, classification: negative, correct: neg
1733_1.txt: { positive score: 6, negative score: 5.25 }, classification: positive, correct: neg
8656_1.txt: { positive score: 10, negative score: 21.0 }, classification: negative, correct: neg
10439_3.txt: { positive score: 3, negative score: 8.75 }, classification: negative, correct: neg
7077_4.txt: { positive score: 17, negative score: 49.0 }, classification: negative, correct: neg
5432_3.txt: { positive score: 10, negative score: 14.0 }, classification: negative, correct: neg
11398_1.txt: { positive score: 7, negative score: 8.75 }, classification: negative, correct: neg
2602_1.txt: { positive score: 13, negative score: 5.25 }, classification: positive, correct: neg
9133_3.txt: { positive score: 7, negative score: 7.0 }, classification: negative, correct: neg
8184_4.txt: { positive score: 10, negative score: 14.0 }, classification: negative, correct: neg
8538_3.txt: { positive score: 41, negative score: 40.25 }, classification: positive, correct: neg
641_1.txt: { positive score: 24, negative score: 56.0 }, classification: negative, correct: neg
814_4.txt: { positive score: 2, negative score: 3.5 }, classification: negative, correct: neg
5708_4.txt: { positive score: 10, negative score: 1.75 }, classification: positive, correct: neg
10676_4.txt: { positive score: 3, negative score: 8.75 }, classification: negative, correct: neg
2350_3.txt: { positive score: 18, negative score: 10.5 }, classification: positive, correct: neg
10014_2.txt: { positive score: 2, negative score: 0 }, classification: positive, correct: neg
4559_3.txt: { positive score: 14, negative score: 26.25 }, classification: negative, correct: neg
474_4.txt: { positive score: 11, negative score: 10.5 }, classification: positive, correct: neg
10767_3.txt: { positive score: 1, negative score: 3.5 }, classification: negative, correct: neg
10565_1.txt: { positive score: 13, negative score: 24.5 }, classification: negative, correct: neg
11598_4.txt: { positive score: 2, negative score: 1.75 }, classification: positive, correct: neg
751_1.txt: { positive score: 9, negative score: 7.0 }, classification: positive, correct: neg
6984_1.txt: { positive score: 4, negative score: 7.0 }, classification: negative, correct: neg
2179_4.txt: { positive score: 18, negative score: 15.75 }, classification: positive, correct: neg
4039_2.txt: { positive score: 24, negative score: 66.5 }, classification: negative, correct: neg
515_1.txt: { positive score: 3, negative score: 5.25 }, classification: negative, correct: neg
6950_1.txt: { positive score: 9, negative score: 22.75 }, classification: negative, correct: neg
381_1.txt: { positive score: 1, negative score: 15.75 }, classification: negative, correct: neg
11313_1.txt: { positive score: 9, negative score: 10.5 }, classification: negative, correct: neg
646_1.txt: { positive score: 3, negative score: 0 }, classification: positive, correct: neg
4448_1.txt: { positive score: 6, negative score: 1.75 }, classification: positive, correct: neg
4142_3.txt: { positive score: 4, negative score: 1.75 }, classification: positive, correct: neg
3860_1.txt: { positive score: 13, negative score: 7.0 }, classification: positive, correct: neg
10785_4.txt: { positive score: 1, negative score: 1.75 }, classification: negative, correct: neg
2963_2.txt: { positive score: 12, negative score: 14.0 }, classification: negative, correct: neg
8233_2.txt: { positive score: 2, negative score: 3.5 }, classification: negative, correct: neg
12188_3.txt: { positive score: 3, negative score: 1.75 }, classification: positive, correct: neg
8871_2.txt: { positive score: 9, negative score: 26.25 }, classification: negative, correct: neg
5067_2.txt: { positive score: 1, negative score: 5.25 }, classification: negative, correct: neg
3909_3.txt: { positive score: 9, negative score: 7.0 }, classification: positive, correct: neg
12135_3.txt: { positive score: 7, negative score: 5.25 }, classification: positive, correct: neg
11704_2.txt: { positive score: 1, negative score: 3.5 }, classification: negative, correct: neg
4983_1.txt: { positive score: 13, negative score: 26.25 }, classification: negative, correct: neg
7806_2.txt: { positive score: 7, negative score: 14.0 }, classification: negative, correct: neg
2022_1.txt: { positive score: 12, negative score: 24.5 }, classification: negative, correct: neg
5775_3.txt: { positive score: 9, negative score: 0 }, classification: positive, correct: neg
1923_1.txt: { positive score: 24, negative score: 31.5 }, classification: negative, correct: neg
8187_1.txt: { positive score: 7, negative score: 10.5 }, classification: negative, correct: neg
7156_4.txt: { positive score: 4, negative score: 3.5 }, classification: positive, correct: neg
616_1.txt: { positive score: 3, negative score: 10.5 }, classification: negative, correct: neg
10174_1.txt: { positive score: 7, negative score: 10.5 }, classification: negative, correct: neg
993_3.txt: { positive score: 23, negative score: 21.0 }, classification: positive, correct: neg
417_1.txt: { positive score: 11, negative score: 14.0 }, classification: negative, correct: neg
7335_3.txt: { positive score: 13, negative score: 10.5 }, classification: positive, correct: neg
3372_1.txt: { positive score: 6, negative score: 15.75 }, classification: negative, correct: neg
4240_4.txt: { positive score: 16, negative score: 17.5 }, classification: negative, correct: neg
9945_3.txt: { positive score: 9, negative score: 17.5 }, classification: negative, correct: neg
5008_4.txt: { positive score: 2, negative score: 3.5 }, classification: negative, correct: neg
7409_3.txt: { positive score: 17, negative score: 45.5 }, classification: negative, correct: neg
3785_3.txt: { positive score: 6, negative score: 0 }, classification: positive, correct: neg
7172_3.txt: { positive score: 3, negative score: 8.75 }, classification: negative, correct: neg
9902_1.txt: { positive score: 7, negative score: 8.75 }, classification: negative, correct: neg
1085_1.txt: { positive score: 2, negative score: 3.5 }, classification: negative, correct: neg
8437_1.txt: { positive score: 2, negative score: 3.5 }, classification: negative, correct: neg
1345_1.txt: { positive score: 21, negative score: 19.25 }, classification: positive, correct: neg
12177_2.txt: { positive score: 23, negative score: 35.0 }, classification: negative, correct: neg
9529_2.txt: { positive score: 2, negative score: 3.5 }, classification: negative, correct: neg
3732_1.txt: { positive score: 23, negative score: 35.0 }, classification: negative, correct: neg
11208_1.txt: { positive score: 1, negative score: 0 }, classification: positive, correct: neg
8699_1.txt: { positive score: 5, negative score: 3.5 }, classification: positive, correct: neg
12139_3.txt: { positive score: 14, negative score: 21.0 }, classification: negative, correct: neg
9808_3.txt: { positive score: 7, negative score: 3.5 }, classification: positive, correct: neg
1022_3.txt: { positive score: 8, negative score: 3.5 }, classification: positive, correct: neg
11404_4.txt: { positive score: 27, negative score: 40.25 }, classification: negative, correct: neg
9923_3.txt: { positive score: 4, negative score: 3.5 }, classification: positive, correct: neg
8469_2.txt: { positive score: 2, negative score: 1.75 }, classification: positive, correct: neg
5694_4.txt: { positive score: 4, negative score: 1.75 }, classification: positive, correct: neg
2541_1.txt: { positive score: 9, negative score: 14.0 }, classification: negative, correct: neg
6114_2.txt: { positive score: 29, negative score: 22.75 }, classification: positive, correct: neg
9347_2.txt: { positive score: 10, negative score: 10.5 }, classification: negative, correct: neg
823_1.txt: { positive score: 13, negative score: 12.25 }, classification: positive, correct: neg
2996_4.txt: { positive score: 9, negative score: 5.25 }, classification: positive, correct: neg
6204_1.txt: { positive score: 22, negative score: 21.0 }, classification: positive, correct: neg
651_1.txt: { positive score: 15, negative score: 10.5 }, classification: positive, correct: neg
6103_1.txt: { positive score: 34, negative score: 38.5 }, classification: negative, correct: neg
7147_1.txt: { positive score: 14, negative score: 12.25 }, classification: positive, correct: neg
10760_1.txt: { positive score: 1, negative score: 7.0 }, classification: negative, correct: neg
12304_1.txt: { positive score: 3, negative score: 1.75 }, classification: positive, correct: neg
3247_1.txt: { positive score: 16, negative score: 21.0 }, classification: negative, correct: neg
7618_3.txt: { positive score: 9, negative score: 0 }, classification: positive, correct: neg
841_1.txt: { positive score: 12, negative score: 26.25 }, classification: negative, correct: neg
7493_1.txt: { positive score: 11, negative score: 19.25 }, classification: negative, correct: neg
3918_1.txt: { positive score: 4, negative score: 1.75 }, classification: positive, correct: neg
9251_2.txt: { positive score: 14, negative score: 8.75 }, classification: positive, correct: neg
1752_3.txt: { positive score: 9, negative score: 1.75 }, classification: positive, correct: neg
10054_3.txt: { positive score: 5, negative score: 3.5 }, classification: positive, correct: neg
2844_2.txt: { positive score: 1, negative score: 3.5 }, classification: negative, correct: neg
672_4.txt: { positive score: 3, negative score: 3.5 }, classification: negative, correct: neg
2803_1.txt: { positive score: 3, negative score: 7.0 }, classification: negative, correct: neg
6575_1.txt: { positive score: 18, negative score: 24.5 }, classification: negative, correct: neg
1320_1.txt: { positive score: 10, negative score: 22.75 }, classification: negative, correct: neg
12082_1.txt: { positive score: 4, negative score: 5.25 }, classification: negative, correct: neg
1028_4.txt: { positive score: 18, negative score: 15.75 }, classification: positive, correct: neg
